Song,Lyrics
Gasoline (Remix),"you took me back but you shouldn't have now it's your fault if i mess around i took a drag but i shouldn't have now i'm coughing up like i never smoked a pack gasoline, pretty please i want to get off but you're such a tease throw the keys back to me go on and kick off your boots in the passenger seat i get sad, you know i get sad and i can't look past what i'm sad about you did me bad (did me bad, did me bad) and i did it back (did it back, did it back) you needed ass, well, what's wrong with that? gasoline (gasoline), pretty please (pretty please) i want to get off (gasoline) but you're such a tease throw the keys (throw the keys) back to me (back to me) go on and kick off your boots (gasoline) in the passenger seat strike a match, strike a match, watch it blow we're watching the sunrise from the kitchen counter want you bad, want you bad, don't you know? when you're lying between my legs it doesn't matter strike a match, strike a match, watch it blow you say you wanna go slower but i wanna go faster want you bad, want you bad, don't you know? faster and faster gasoline, pretty please i want to get off but you're such a tease"
